primary_type,description,arrest,domestic,beat,district,ward,community_area,year,latitude,longitude,hour,day_of_week,month,season,is_weekend,is_holiday,time_of_day,Is_STR,Is_OTH_STR,loc_desc_cat,pct_housing_crowded,pct_households_below_poverty,pct_age16_unemployed,pct_age25_nohighschool,pct_not_working_age,per_capita_income,hardship_index,population,pop_density,distance_to_police_station,distance_to_park,distance_to_school,distance_to_vacant_building,distance_to_library,crime_category
BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,True,True,722,7.0,20.0,68.0,2023,41.777420064,-87.634979772,22,0,1,1,0,1,Night,False,True,Residential_Areas,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.0247882016850603,0.0007513601786723,0.0009908350800937,0.0029113088034559,0.0051972258062103,violent_crime
THEFT,$500 AND UNDER,False,False,522,5.0,21.0,53.0,2024,41.683408339,-87.630516944,19,4,1,1,0,0,Night,True,False,Residential_Areas,3.3,25.9,19.4,20.5,42.1,16563,62.0,26104.0,7332.58,0.0276287094679372,0.0064411607434878,0.0044604978306443,0.001977929674755,0.0137959369811091,non-violent_crime
ROBBERY,ARMED - HANDGUN,False,False,1822,18.0,2.0,8.0,2022,41.910415573,-87.648260375,13,2,9,4,0,0,Noon,True,False,Outdoor_And_Public_Spaces,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0086922921042279,0.0046692080803196,0.0042079160779358,0.0005167003434098,0.0133352044028476,violent_crime
STALKING,SIMPLE,False,False,1631,16.0,38.0,17.0,2020,41.945184833,-87.811102385,21,6,7,3,1,0,Night,True,False,Residential_Areas,5.2,10.6,10.0,16.2,33.6,26282,28.0,43147.0,11598.66,0.0527168936872057,0.0101758075948073,0.0033532369089477,0.0050037969739456,0.0034727281613573,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,424,4.0,10.0,46.0,2023,41.728319989,-87.54519003,22,2,3,2,0,0,Night,True,False,Transportation_And_Vehicles,4.7,29.8,19.7,26.6,41.1,16579,75.0,27300.0,8173.65,0.0308538643567439,0.0108195548809639,0.0050358595669919,0.0009824879549661,0.004948918724532,violent_crime
BATTERY,SIMPLE,False,False,2413,24.0,50.0,2.0,2023,41.997532164,-87.701162869,8,6,7,3,1,0,Morning,False,True,Outdoor_And_Public_Spaces,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0198134030730874,0.007385024932177,0.0056857667264382,0.0066296936357901,0.0132920609458423,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,922,9.0,15.0,58.0,2020,41.813236894,-87.695583136,23,6,8,3,1,0,Night,True,False,Outdoor_And_Public_Spaces,14.4,23.6,13.9,45.1,39.3,13089,84.0,45053.0,16563.6,0.0367344360456981,0.0050669177264329,0.0038249209097402,0.0003556553134018,0.0074047364730007,violent_crime
PROSTITUTION,SOLICIT ON PUBLIC WAY,True,False,1131,11.0,24.0,25.0,2021,41.870936225,-87.742486989,16,6,12,1,1,0,Evening,False,True,Outdoor_And_Public_Spaces,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0272914855949859,0.0053155999426278,0.0073204841895529,0.001645772628033,0.0189756298089756,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,422,4.0,7.0,46.0,2021,41.749234474,-87.554062804,14,0,5,2,0,0,Noon,False,True,Residential_Areas,4.7,29.8,19.7,26.6,41.1,16579,75.0,27300.0,8173.65,0.0437022496520882,0.0063939225079001,0.005896496337054,0.0020718665488197,0.0165345721829586,non-violent_crime
THEFT,$500 AND UNDER,False,True,1622,16.0,45.0,11.0,2020,41.986005468,-87.776745741,12,4,9,4,0,0,Noon,False,True,Residential_Areas,2.7,8.6,12.4,13.4,35.5,27751,25.0,26216.0,11251.5,0.0159426052011613,0.0070817212616183,0.0033010033528779,0.0371090756072549,0.018428291208525,non-violent_crime
THEFT,OVER $500,False,False,2512,25.0,29.0,25.0,2024,41.921114238,-87.801326241,12,1,2,1,0,1,Noon,False,True,Transportation_And_Vehicles,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0358394361451493,0.0029416728472589,0.0074479335906698,0.0158358123898206,0.0034171406264868,non-violent_crime
BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",False,False,632,6.0,6.0,44.0,2021,41.742966492,-87.608571147,13,2,11,4,0,0,Noon,False,True,Residential_Areas,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0236336396474795,0.0028839058380403,0.00160093601115,0.0059468959444705,0.0102728889412795,violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,1132,11.0,24.0,26.0,2024,41.871644537,-87.724159124,16,1,6,3,0,0,Evening,True,False,Outdoor_And_Public_Spaces,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0187712786894413,0.0008992449325684,0.0037577320338448,0.0009008070628867,0.0078127457019435,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,2222,22.0,21.0,73.0,2022,41.724426675,-87.655456149,10,0,2,1,0,0,Morning,True,False,Outdoor_And_Public_Spaces,1.1,16.9,20.8,13.7,42.6,19713,48.0,25065.0,8763.99,0.0298982297116504,0.0028572130797328,0.0052403182832186,0.0006940036033311,0.008334037599808,non-violent_crime
THEFT,RETAIL THEFT,True,False,1834,18.0,42.0,8.0,2022,41.892753031,-87.624193896,10,5,12,1,1,0,Morning,False,True,Commercial_Areas,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0218414615282746,0.0046103524451357,0.008884626542299,0.0137418174043176,0.004800915711338,non-violent_crime
BATTERY,SIMPLE,False,False,1822,18.0,27.0,8.0,2023,41.907722138,-87.645739645,0,0,2,1,0,0,Early Morning,False,True,Public_Buildings_And_Infrastructure,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0050769038638883,0.0015817970182439,0.0027393320457845,0.0031859266832229,0.0098874094993972,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,612,6.0,17.0,71.0,2018,41.753507587,-87.661904591,1,2,8,3,0,0,Early Morning,True,False,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0177287519626108,0.0062670557660941,0.0085061864966318,0.0047218517848071,0.0087284622074214,violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,733,7.0,17.0,68.0,2020,41.764748911,-87.644401916,18,4,10,4,0,0,Evening,True,False,Outdoor_And_Public_Spaces,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.0126132575485109,0.0051953309151584,0.0031351557308455,0.002348084899843,0.0121736475496039,violent_crime
BATTERY,SIMPLE,False,False,1723,17.0,45.0,16.0,2019,41.95373476,-87.719378212,19,3,9,4,0,0,Night,False,True,Commercial_Areas,6.3,13.1,10.0,22.4,31.6,27249,34.0,51940.0,16180.69,0.0151020912648761,0.004060340504678,0.0019719786610275,0.0017854350312144,0.0007546583883447,violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,1633,16.0,38.0,15.0,2020,41.952128839,-87.775180391,20,6,11,4,1,0,Night,True,False,Residential_Areas,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0237498837906484,0.0087643796483022,0.0043027070860076,0.0241215460371344,0.0042231069101116,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,223,2.0,4.0,38.0,2018,41.809305232,-87.606558389,11,2,11,4,0,0,Morning,False,True,Outdoor_And_Public_Spaces,3.3,29.3,24.3,15.9,39.5,23472,57.0,24589.0,14131.61,0.0251445448462284,0.0034458197256919,0.0051643155867288,0.0073387499281842,0.0161939175170072,non-violent_crime
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,True,False,1122,11.0,27.0,23.0,2018,41.892206358,-87.719879646,19,1,9,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0235366021686778,0.0043911474045822,0.001450829372965,0.0001481665497996,0.013728784532078,non-violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,1213,12.0,27.0,24.0,2020,41.897354526,-87.654056526,21,3,10,4,0,0,Night,True,False,Residential_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0122164687462601,0.0063807361415567,0.0065175233849186,0.0136237940380507,0.0136534992638257,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,931,9.0,20.0,61.0,2020,41.801288974,-87.668121361,19,4,2,1,0,0,Night,True,False,Outdoor_And_Public_Spaces,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0228337499585341,0.0018129491033785,0.0037623687674913,0.0005907946285394,0.0118158931105828,violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,331,3.0,5.0,43.0,2020,41.768945845,-87.568219627,10,1,7,3,0,0,Morning,False,True,Outdoor_And_Public_Spaces,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0376124084678643,0.0012125168372649,0.0046351447663831,0.006155145874347,0.0077379318917026,non-violent_crime
MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,2423,24.0,49.0,1.0,2023,42.010331256,-87.666757245,16,4,12,1,0,0,Evening,False,True,Outdoor_And_Public_Spaces,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0115124189299321,0.0011326225461808,0.0032602573436953,0.0280094096817058,0.0074314922479516,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1532,15.0,28.0,25.0,2019,41.885739108,-87.745773311,21,0,3,2,0,0,Night,True,False,Outdoor_And_Public_Spaces,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0231287224018899,0.0050977330572076,0.004785654621173,0.0007936840123913,0.0096325274445337,violent_crime
THEFT,RETAIL THEFT,False,False,1424,14.0,1.0,24.0,2019,41.903304304,-87.670064675,7,2,1,1,0,0,Morning,True,False,Commercial_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0267126084770847,0.0034655834661968,0.0036892206409947,0.0185531926848654,0.0075673088344961,non-violent_crime
BATTERY,SIMPLE,False,False,1834,18.0,42.0,8.0,2018,41.890081244,-87.62704405,22,0,10,4,0,0,Night,True,False,Unknown,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.020955908129527,0.0083300903569502,0.0102003842024566,0.0106633081220705,0.008260958892559,violent_crime
BATTERY,SIMPLE,False,True,1233,12.0,25.0,31.0,2024,41.856819623,-87.662051079,1,2,4,2,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,9.6,25.8,15.8,40.7,32.6,16444,76.0,33751.0,11519.11,0.007981257742089,0.0034569815285896,0.0020638122361329,0.0127500606810984,0.0011824738940928,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,731,7.0,6.0,69.0,2023,41.765444001,-87.626906181,4,1,10,4,0,0,Early Morning,True,False,Residential_Areas,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0211813242607121,0.0042389563464932,0.0045900947748956,0.0029582726667179,0.0187358200950648,violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,1011,10.0,24.0,29.0,2022,41.865495558,-87.730047459,11,1,11,4,0,0,Morning,False,True,Outdoor_And_Public_Spaces,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0233886310274046,0.0007842606272465,0.0040067449028674,0.0010835145181157,0.0145846989470775,violent_crime
OTHER OFFENSE,LICENSE VIOLATION,False,False,1023,10.0,12.0,30.0,2019,41.851889359,-87.696469311,16,1,7,3,0,0,Evening,False,True,Commercial_Areas,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.0128415291580242,0.0045417484508083,0.0008245274037451,0.0037226285984935,0.0088745038395078,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,533,5.0,10.0,54.0,2023,41.652880178,-87.610588186,19,5,10,4,1,0,Night,False,True,Residential_Areas,5.8,56.5,34.6,27.5,51.5,8201,98.0,7262.0,2057.22,0.0403047605105088,0.0046223283052717,0.0038551983529692,0.0036607329175507,0.0125182981340907,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,433,4.0,10.0,55.0,2019,41.652781271,-87.537457711,17,2,4,2,0,0,Evening,False,True,Residential_Areas,3.3,17.1,9.6,19.2,42.9,22677,44.0,10027.0,1913.55,0.0632141151150664,0.0012192750666912,0.0073379773725017,0.0055005402930683,0.0130876243367146,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,1132,11.0,28.0,26.0,2021,41.875286501,-87.724223679,10,3,4,2,0,0,Morning,True,False,Residential_Areas,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0188128980081183,0.0042046156208828,0.0035109854186993,0.0001312800434288,0.0042478511727,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,235,2.0,5.0,41.0,2022,41.788750145,-87.590190707,0,2,3,2,0,0,Early Morning,False,True,Residential_Areas,1.5,18.4,8.4,4.3,26.2,39056,14.0,29456.0,18295.65,0.0272061418290072,0.0031816519281293,0.0053885345580913,0.0137221506370313,0.0167697380581716,non-violent_crime
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,False,False,2413,24.0,50.0,2.0,2022,41.996544719,-87.703243796,14,2,6,3,0,0,Noon,True,False,Residential_Areas,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0199244141259762,0.0064522582383848,0.0062714616056333,0.0075542635405833,0.0145957612747905,violent_crime
THEFT,$500 AND UNDER,False,False,831,8.0,17.0,66.0,2023,41.763635959,-87.693002917,7,3,10,4,0,0,Morning,False,True,Residential_Areas,7.6,27.9,17.1,31.2,40.6,13231,80.0,55931.0,15844.48,0.0220732538877032,0.0024979619660799,0.0046430608833459,0.0011636151893873,0.0210671132314632,non-violent_crime
MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,1111,11.0,37.0,23.0,2023,41.901629616,-87.734346858,17,0,3,2,0,0,Evening,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0355451842215251,0.0044919641517508,0.0033910501284665,0.0008784367506171,0.0082882665225172,non-violent_crime
OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,False,False,2033,20.0,48.0,3.0,2024,41.975664719,-87.659848302,19,1,1,1,0,1,Night,False,True,Transportation_And_Vehicles,3.8,24.0,8.9,11.8,22.2,35787,20.0,57182.0,24647.41,0.0266917324711448,0.0013419096877034,0.0019048057210467,0.0132100678727416,0.0042591645358624,non-violent_crime
NARCOTICS,POSS: CRACK,True,False,1133,11.0,28.0,26.0,2019,41.877132168,-87.72192956,19,5,5,2,1,0,Night,False,True,Outdoor_And_Public_Spaces,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0168202929302615,0.0020224358143117,0.0031752052333846,0.0003544975736728,0.0041807503636404,non-violent_crime
ASSAULT,SIMPLE,True,False,512,5.0,9.0,49.0,2020,41.707326665,-87.613029338,17,3,9,4,0,0,Evening,True,False,Commercial_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0169087558285641,0.0070478956889426,0.0053146153439108,0.0019636045229076,0.0046657046076621,violent_crime
ROBBERY,STRONGARM - NO WEAPON,False,False,1022,10.0,24.0,29.0,2018,41.854977724,-87.704132367,17,2,11,4,0,0,Evening,True,False,Outdoor_And_Public_Spaces,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0045795444519369,0.0022532475214452,0.0013541539587978,0.0015560765594145,0.0054622983902259,violent_crime
ASSAULT,SIMPLE,False,False,614,6.0,17.0,71.0,2022,41.744262622,-87.668142351,16,1,11,4,0,0,Evening,True,False,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.025176496372057,0.0015271631072059,0.0052150073802671,0.0035972224613723,0.015751183480438,violent_crime
THEFT,FROM BUILDING,False,False,1622,16.0,45.0,11.0,2019,41.974399075,-87.778207485,13,0,12,1,0,0,Noon,False,True,Unknown,2.7,8.6,12.4,13.4,35.5,27751,25.0,26216.0,11251.5,0.0120624920985075,0.0016523778771982,0.009319995627906,0.0374284519296567,0.0178257425024593,non-violent_crime
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,False,False,2011,20.0,40.0,2.0,2019,41.987362912,-87.702293402,8,3,2,1,0,0,Morning,False,True,Unknown,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0122609465719912,0.0015799774496023,0.0002795912105318,0.0068978930151294,0.0070116910151551,non-violent_crime
THEFT,OVER $500,False,False,1933,19.0,32.0,6.0,2019,41.937090292,-87.660004401,18,3,6,3,0,0,Evening,True,False,Transportation_And_Vehicles,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.013357398670297,0.0035775717770167,0.0048331474860407,0.0222281106123655,0.011526156505104,non-violent_crime
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,1113,11.0,28.0,26.0,2022,41.877819368,-87.738872799,14,5,2,1,1,0,Noon,True,False,Commercial_Areas,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0294143566835432,0.0020936075367584,0.0031440645211902,0.0008406058609578,0.0134830302034585,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,811,8.0,23.0,56.0,2024,41.795554955,-87.781906198,4,4,7,3,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,2.6,8.8,11.3,19.3,38.1,26353,32.0,35439.0,8378.01,0.0748977958353218,0.0063512399843569,0.005351551632541,0.0059634849197943,0.0031786371324309,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,123,1.0,4.0,32.0,2019,41.868165405,-87.62743954,9,3,9,4,0,0,Morning,True,False,Transportation_And_Vehicles,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0097931698740025,0.002369432054123,0.0017837791523125,0.0112658289888942,0.0087044666390589,violent_crime
THEFT,OVER $500,False,False,1131,11.0,24.0,25.0,2022,41.873192907,-87.743196874,13,2,3,2,0,0,Noon,True,False,Residential_Areas,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0259351215486261,0.0033820604286177,0.0061277287222557,0.0021576922095647,0.0187581551235999,non-violent_crime
ASSAULT,SIMPLE,False,False,925,9.0,11.0,61.0,2022,41.817103195,-87.650635128,16,1,12,1,0,0,Evening,True,False,Commercial_Areas,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0207269216424442,0.0067262633056014,0.0081948197525038,0.0089939655339064,0.0081024999111449,violent_crime
ARSON,BY FIRE,False,False,1624,16.0,38.0,15.0,2024,41.956882017,-87.762936603,4,3,5,2,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0175096064011676,0.0005136022696324,0.0019352543289794,0.0273438089491814,0.0106903643008207,non-violent_crime
DECEPTIVE PRACTICE,BOGUS CHECK,False,False,2525,25.0,26.0,22.0,2020,41.920300149,-87.724199959,19,1,12,1,0,0,Night,False,True,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0267601947604809,0.001760414619218,0.0023594367344579,0.003070967114374,0.0141337747019124,non-violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,511,5.0,9.0,49.0,2023,41.712527777,-87.631760062,0,3,11,4,0,1,Early Morning,True,False,Outdoor_And_Public_Spaces,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0336898488314009,0.0011978428464281,0.0074080159105342,0.0013322727234476,0.0139328072180184,non-violent_crime
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",False,False,1621,16.0,41.0,12.0,2018,42.004069916,-87.76265144,23,0,8,3,0,0,Night,False,True,Outdoor_And_Public_Spaces,1.1,7.5,6.8,4.9,40.5,44164,11.0,19596.0,6123.75,0.0301788066145255,0.002934526567087,0.0046839422386629,0.0283711945329967,0.0068773027864514,non-violent_crime
BATTERY,AGGRAVATED OF A CHILD,False,False,123,1.0,34.0,32.0,2023,41.868107536,-87.632778394,19,4,6,3,0,0,Night,False,True,Outdoor_And_Public_Spaces,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0111431452799014,0.0026693580903873,0.0043126432231461,0.0124664993568408,0.0100729590988819,violent_crime
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,False,True,512,5.0,34.0,49.0,2021,41.702992124,-87.626974971,20,2,4,2,0,0,Night,True,False,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0247044128413477,0.0111146151659375,0.0037316734695974,0.0001481923144229,0.0123475574203546,violent_crime
ASSAULT,SIMPLE,False,False,921,9.0,12.0,58.0,2024,41.817937195,-87.699432492,9,1,2,1,0,1,Morning,False,True,Outdoor_And_Public_Spaces,14.4,23.6,13.9,45.1,39.3,13089,84.0,45053.0,16563.6,0.0397674357620085,0.0054549344562219,0.0040210005470795,0.0003700754518085,0.0043138494643146,violent_crime
THEFT,OVER $500,False,False,1125,11.0,28.0,27.0,2019,41.878385484,-87.692585713,19,0,4,2,0,0,Night,True,False,Residential_Areas,8.2,42.4,19.6,21.3,43.2,12961,83.0,19992.0,10358.55,0.0137674629850116,0.0015935225717095,0.0039625179887059,0.0019747436063622,0.0136209622620902,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1522,15.0,29.0,25.0,2023,41.881310066,-87.761574827,4,4,4,2,0,0,Early Morning,False,True,Residential_Areas,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0067376570136222,0.0053127754079046,0.0019396342628813,0.0028191945048168,0.0089360040656381,violent_crime
ROBBERY,ARMED - HANDGUN,False,False,633,6.0,9.0,49.0,2022,41.721895856,-87.613841024,23,5,3,2,1,0,Night,True,False,Unknown,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0306297179724816,0.0074758560715624,0.0076631331909857,0.003453474895153,0.0190666977180854,violent_crime
THEFT,$500 AND UNDER,False,False,1711,17.0,39.0,12.0,2022,41.990066798,-87.734206319,14,0,7,3,0,0,Noon,False,True,Commercial_Areas,1.1,7.5,6.8,4.9,40.5,44164,11.0,19596.0,6123.75,0.0247740156350345,0.0030234447357069,0.0108526352348712,0.0060569103154819,0.0221459773078827,non-violent_crime
BATTERY,SIMPLE,False,False,911,9.0,12.0,59.0,2020,41.826196321,-87.684484195,18,0,7,3,0,0,Evening,False,True,Outdoor_And_Public_Spaces,7.2,18.7,13.4,32.9,35.6,16954,61.0,15923.0,11292.91,0.0387380182769234,0.0012819538493623,0.0062358813947197,0.0027111522753209,0.0117344413353282,violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,1622,16.0,45.0,11.0,2021,41.978421238,-87.786609296,21,1,5,2,0,0,Night,False,True,Outdoor_And_Public_Spaces,2.7,8.6,12.4,13.4,35.5,27751,25.0,26216.0,11251.5,0.0209129470454232,0.0074634593643124,0.0067197578304245,0.0382396341919997,0.017855282752419,non-violent_crime
CRIMINAL TRESPASS,TO LAND,False,False,1122,11.0,37.0,26.0,2020,41.886814875,-87.721602207,18,0,4,2,0,0,Evening,True,False,Residential_Areas,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0208510139644094,0.0028988245439496,0.004393752802304,0.0010828730095792,0.008414395848376,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,914,9.0,11.0,60.0,2021,41.842419377,-87.641514201,20,0,3,2,0,0,Night,True,False,Transportation_And_Vehicles,4.5,18.9,13.7,22.2,31.3,22694,43.0,33702.0,16125.36,0.0070140232880872,0.0003380655074009,0.0019637855708636,0.0044117240161587,0.0107461205400203,violent_crime
NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,True,False,1224,12.0,27.0,28.0,2024,41.8831321,-87.64821406,13,2,1,1,0,0,Noon,False,True,Transportation_And_Vehicles,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0206889407000188,0.0036771813239018,0.0118528071961695,0.0071715292005933,0.0063772737545223,non-violent_crime
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,False,False,922,9.0,15.0,58.0,2023,41.812871993,-87.690674969,15,0,2,1,0,0,Noon,False,True,Outdoor_And_Public_Spaces,14.4,23.6,13.9,45.1,39.3,13089,84.0,45053.0,16563.6,0.0384579533393178,0.0058790265538571,0.0032194248953934,0.0023041649904561,0.0122739354690965,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1221,12.0,1.0,24.0,2019,41.893028365,-87.686151493,8,4,11,4,0,0,Morning,True,False,Outdoor_And_Public_Spaces,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0274236278303155,0.0032864444859697,0.0031281730221193,0.0130152772889538,0.013801006305343,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,True,1132,11.0,24.0,26.0,2022,41.872640339,-87.726683119,1,3,6,3,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0212159098413497,0.0035830076629275,0.0028648214822662,0.0006868909437461,0.0068128108684282,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1213,12.0,27.0,24.0,2022,41.900363873,-87.661804578,0,0,8,3,0,0,Early Morning,False,True,Transportation_And_Vehicles,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0186754937981686,0.0025464154088659,0.0024363264532613,0.0136666141353106,0.007848973560863,non-violent_crime
BATTERY,SIMPLE,False,False,1713,17.0,33.0,14.0,2021,41.968409802,-87.712559593,10,1,10,4,0,0,Morning,False,True,Other_Unclassified,11.3,19.2,10.0,32.9,32.0,21323,53.0,48396.0,25206.25,0.0157324357459672,0.0051007127690925,0.0029398117478198,0.0043290147029564,0.0072460196961278,violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,False,2532,25.0,37.0,25.0,2019,41.905790098,-87.762954459,15,0,10,4,0,0,Noon,True,False,Residential_Areas,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.013083804430662,0.00390041354887,0.0043401181952208,0.0040870098342019,0.0070500800042014,non-violent_crime
BATTERY,AGGRAVATED: OTHER DANG WEAPON,False,False,613,6.0,21.0,71.0,2019,41.746797323,-87.657617443,4,5,8,3,1,0,Early Morning,True,False,Outdoor_And_Public_Spaces,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0144139952020816,0.0041426539904133,0.002677737776946,0.0024004628769909,0.0111289766482036,violent_crime
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,False,False,531,5.0,9.0,49.0,2019,41.686697146,-87.620889156,16,2,9,4,0,0,Evening,False,True,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0174564405115088,0.0049829072464084,0.0014705360620494,0.0017225599607692,0.0081451416593406,non-violent_crime
